,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,ppi,IPS,TouchScreen
881,HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,2.3,61091,100.0,0,1
883,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,59681,141.0,1,0
884,Dell,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,32918,100.0,0,0
885,HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.28,160489,166.0,0,1
886,Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux,2.18,40653,100.0,0,0
887,Asus,Gaming,Intel Core i5,12,Nvidia GeForce,Windows 10,2.2,122209,127.0,0,0
888,Acer,Netbook,Other Intel Processor,4,Intel HD,Chrome OS,1.25,26495,135.0,1,0
889,Lenovo,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,2.8,33811,106.0,0,0
890,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,112851,157.0,0,0
891,HP,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.42,124805,276.0,0,1
893,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.32,160489,157.0,1,0
894,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,236317,255.0,1,0
895,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.05,131585,166.0,0,0
896,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Linux,2.62,82876,141.0,0,0
897,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.04,80289,141.0,0,0
898,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.18,54775,100.0,0,0
899,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,83411,141.0,0,0
900,Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.24,179589,276.0,0,1
901,Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,3.58,114100,127.0,1,0
902,Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.22,147107,166.0,0,1
903,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.13,182791,157.0,1,0
904,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,175118,141.0,1,0
906,HP,Netbook,Intel Core i7,8,Intel HD,Windows 10,1.26,132298,176.0,0,0
907,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome OS,2.2,32026,141.0,1,0
908,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.6,70387,141.0,1,0
910,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,107498,157.0,0,0
911,HP,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,1.09,276551,352.0,0,1
912,Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Windows 10,2.2,70387,141.0,0,0
913,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.04,90904,141.0,0,0
914,Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,44516,141.0,0,0
915,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.44,78594,166.0,0,0
916,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.49,85642,166.0,0,0
917,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,142647,127.0,0,0
918,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.6,120344,141.0,0,0
919,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,99907,141.0,0,0
920,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.18,61108,100.0,0,0
921,HP,Ultrabook,Intel Core i7,8,AMD Radeon,Windows 10,1.84,115704,141.0,0,0
922,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.39,102502,276.0,0,1
923,Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,176190,141.0,1,0
924,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.37,162808,166.0,1,1
925,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,65114,100.0,0,0
926,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,147196,176.0,1,0
927,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.31,103930,141.0,0,0
928,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.18,63166,100.0,0,0
929,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,102502,112.0,0,0
930,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,27566,100.0,0,0
931,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,140863,176.0,0,0
932,HP,Notebook,Other Intel Processor,4,Intel HD,No OS,1.86,25773,100.0,0,0
933,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel Iris,Windows 10,1.3,160489,276.0,1,1
934,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.47,98577,157.0,1,0
935,HP,Netbook,Intel Core i5,8,Intel HD,Windows 10,1.26,148891,176.0,0,0
936,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.18,49833,100.0,0,0
937,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,106963,141.0,0,0
938,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,146215,157.0,0,0
939,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,246041,170.0,0,0
940,HP,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.75,124805,127.0,1,0
941,Asus,Notebook,Other Intel Processor,4,Nvidia GeForce,Windows 10,2.8,47281,106.0,0,0
942,Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.23,55221,100.0,0,0
943,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.2,99826,100.0,0,0
945,Lenovo,Gaming,AMD F-Series,16,AMD Radeon,Windows 10,2.5,89121,141.0,1,0
946,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,131335,176.0,0,1
947,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,61109,141.0,0,0
948,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.36,58789,106.0,0,0
949,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome OS,1.68,31134,112.0,0,0
950,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.0,200633,141.0,1,0
951,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,158348,157.0,0,0
952,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.2,130247,166.0,0,0
953,Asus,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Chrome OS,1.2,103394,176.0,0,0
954,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.7,132833,157.0,1,0
955,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,281368,255.0,1,0
956,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.24,169410,166.0,0,1
957,HP,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,1.45,69138,135.0,0,1
958,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.3,113118,276.0,0,0
959,Acer,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Chrome OS,1.25,34703,135.0,1,1
960,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.2,136937,166.0,0,0
961,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,157010,176.0,1,0
962,Acer,Notebook,Intel Core i5,12,Nvidia GeForce,Windows 10,2.4,90013,141.0,0,0
963,Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.1,159686,176.0,0,1
964,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,75516,100.0,0,0
965,Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux,2.25,41538,100.0,0,0
966,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.9,73598,100.0,0,0
967,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.04,61109,141.0,0,0
968,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,280922,127.0,1,0
969,Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Windows 10,2.4,62001,141.0,0,0
970,Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.22,169410,276.0,0,1
971,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.5,175117,210.0,0,1
972,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,249788,127.0,0,0
973,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,105268,157.0,0,0
974,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.73,182872,127.0,0,0
975,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,87337,141.0,1,0
976,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.7,89388,112.0,0,0
977,Asus,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Windows 10,2.3,160489,282.0,0,1
978,HP,Notebook,Intel Core i7,6,Intel HD,Windows 10,2.04,51653,100.0,0,0
979,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.99,156028,127.0,0,0
980,Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Windows 10,2.19,115884,141.0,1,1
981,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.2,106606,166.0,0,0
982,Lenovo,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.2,48976,141.0,0,0
984,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.75,81627,112.0,0,0
985,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.25,53437,100.0,0,0
986,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.04,71903,141.0,0,0
987,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,106071,141.0,1,0
988,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.36,66818,100.0,0,0
989,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,99826,157.0,0,0
990,HP,Netbook,Other Intel Processor,8,Intel HD,Windows 10,0.97,170213,176.0,0,0
991,HP,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.1,44516,141.0,0,0
992,Lenovo,Notebook,Other Intel Processor,4,Intel HD,No OS,1.9,24142,100.0,0,0
993,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,120344,141.0,0,0
994,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.68,79308,166.0,0,1
995,Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.4,102592,276.0,0,0
996,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.11,120344,166.0,1,1
997,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.4,33900,100.0,0,0
998,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.5,160489,141.0,0,0
999,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.48,186360,157.0,0,0
1000,Acer,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,112405,141.0,1,0
1001,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.34,106071,166.0,1,0
1002,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.18,48798,100.0,0,0
1003,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.64,69495,112.0,0,0
1004,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.2,106606,166.0,0,0
1005,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.48,98130,112.0,0,0
1006,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,107498,157.0,0,0
1007,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.43,129265,157.0,0,0
1008,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.64,93604,157.0,0,0
1009,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.64,61020,112.0,0,0
1010,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.65,84660,141.0,0,0
1011,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,137294,176.0,0,0
1012,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.48,141844,157.0,0,0
1013,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.54,168358,157.0,0,0
1014,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.49,71368,118.0,0,0
1015,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.5,107944,118.0,0,0
1016,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.04,68691,100.0,0,0
1017,Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows 7,2.4,264775,255.0,1,0
1018,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.47,132923,157.0,1,0
1019,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.43,198849,157.0,0,0
1020,Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows 10,2.08,71010,141.0,1,1
1021,Toshiba,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,141844,166.0,0,0
1022,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.11,102502,166.0,1,0
1023,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.64,105752,157.0,0,0
1024,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.09,93353,141.0,0,0
1025,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,139078,125.0,0,0
1026,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.31,106071,112.0,0,0
1027,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,94563,112.0,0,0
1028,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.29,144877,276.0,0,1
1029,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.63,96347,127.0,0,0
1030,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.64,86801,112.0,0,0
1031,Acer,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.1,36487,100.0,0,0
1032,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,106320,127.0,0,0
1033,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.95,106606,157.0,0,0
1034,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.84,109638,141.0,0,0
1035,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.26,120344,176.0,0,0
1036,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,66194,100.0,0,0
1037,Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.47,153887,157.0,1,0
1038,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 7,2.09,94826,141.0,0,0
1039,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.64,90148,157.0,0,0
1040,Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,75561,141.0,1,1
1042,Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,127124,141.0,1,0
1043,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,93635,141.0,0,0
1044,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.54,89210,157.0,0,0
1045,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.84,187639,141.0,0,0
1046,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.43,131049,157.0,0,0
1047,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,137887,127.0,1,0
1048,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.6,204290,127.0,1,0
1049,Asus,Netbook,Other Intel Processor,4,Intel HD,Chrome OS,1.2,25684,135.0,0,0
1050,Lenovo,Notebook,Intel Core i7,16,Intel HD,Windows 7,1.1,233730,210.0,1,0
1051,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.91,87337,141.0,1,0
1052,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.3,97596,141.0,1,1
1053,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,87337,100.0,0,0
1054,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.2,201079,276.0,0,1
1055,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.31,62906,100.0,0,0
1056,HP,Notebook,Intel Core i5,4,Intel HD,No OS,1.96,44516,100.0,0,0
1057,Acer,Notebook,AMD A-Series,8,AMD Radeon,Windows 10,2.4,40055,100.0,0,0
1058,Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Windows 10,1.6,115884,166.0,1,1
1059,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.94,162273,141.0,0,0
1060,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.04,95455,141.0,0,0
1061,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,No OS,4.0,89032,127.0,1,0
1062,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.25,49868,141.0,0,0
1063,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.32,88317,141.0,0,0
1064,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,172086,141.0,0,0
1065,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.29,130068,166.0,0,0
1066,Asus,Gaming,Intel Core i7,64,Nvidia GeForce,Windows 10,3.58,354610,127.0,1,0
1067,Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.62,71190,166.0,0,1
1068,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.21,118560,282.0,0,0
1070,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.06,42997,100.0,0,0
1071,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.31,106963,100.0,0,0
1072,HP,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,106963,176.0,0,0
1073,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.49,97239,166.0,0,0
1074,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.3,152860,176.0,1,1
1075,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,3.0,58789,106.0,0,0
1076,Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.3,87158,141.0,1,0
1077,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,222936,127.0,0,0
1078,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,48173,100.0,0,0
1079,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,2.31,83857,141.0,0,0
1080,Lenovo,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,0.99,124805,235.0,1,1
1081,Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.6,289040,127.0,1,0
1083,HP,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.3,182791,331.0,1,0
1084,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,66908,141.0,0,0
1085,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.54,91975,157.0,0,0
1086,HP,Workstation,Intel Core i7,8,AMD FirePro,Windows 7,1.9,133369,141.0,0,0
1087,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.7,106963,157.0,0,0
1088,HP,Notebook,Other Intel Processor,4,Intel HD,Chrome OS,1.29,54864,276.0,0,0
1089,Acer,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,2.4,34524,100.0,0,0
1090,Dell,Notebook,Other Intel Processor,4,Intel HD,Linux,2.2,35103,100.0,0,0
1091,HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,30866,100.0,0,0
1092,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,142647,127.0,1,0
1093,Dell,Ultrabook,Intel Core i5,4,AMD Radeon,Windows 10,1.4,73005,166.0,1,0
1094,HP,Netbook,Intel Core i5,4,Intel HD,Windows 7,2.4,142647,125.0,0,0
1095,Acer,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,71279,141.0,0,0
1096,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.36,56987,141.0,0,0
1097,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,142647,127.0,0,0
1098,HP,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.96,44605,100.0,0,0
1099,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,205094,127.0,1,0
1100,Dell,Ultrabook,Intel Core i3,4,Intel HD,Windows 7,1.5,101267,125.0,0,0
1101,Dell,Ultrabook,Intel Core i3,4,Intel HD,Windows 7,1.5,104105,125.0,0,0
1102,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome OS,2.2,18645,100.0,0,0
1103,HP,Workstation,Intel Core i7,8,AMD FirePro,Windows 7,3.0,258620,127.0,1,0
1104,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,106963,141.0,0,0
1105,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.5,126063,125.0,0,0
1106,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.9,134813,127.0,0,0
1107,Lenovo,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,2.1,77345,141.0,1,1
1108,HP,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,2.1,35506,141.0,0,0
1109,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.59,119452,141.0,1,0
1110,HP,Notebook,Other Intel Processor,8,Intel HD,Windows 10,1.16,151568,276.0,0,1
1111,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 7,2.24,68616,100.0,0,0
1112,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,38271,100.0,0,0
1113,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.16,175654,166.0,0,0
1115,Dell,Ultrabook,Intel Core i7,8,Intel Iris,Windows 10,1.23,123021,166.0,0,0
1116,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.6,245327,127.0,1,0
1118,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.05,198581,166.0,0,0
1119,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.52,117087,127.0,0,0
1121,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.16,150765,166.0,0,0
1122,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.43,134975,157.0,0,0
1123,Dell,Notebook,Intel Core i5,4,Intel HD,Linux,2.09,46713,100.0,0,0
1124,Asus,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.0,38806,100.0,0,0
1125,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.8,148891,157.0,1,1
1127,HP,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,169053,125.0,0,0
1128,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.4,88229,141.0,1,0
1129,HP,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,3.35,100718,127.0,1,0
1130,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.04,56113,100.0,0,0
1131,Lenovo,2 in 1 Convertible,Intel Core i7,8,Nvidia Quadro,Windows 7,1.8,182914,157.0,1,1
1132,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.5,24800,112.0,0,0
1133,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.84,67086,141.0,0,0
1134,Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.23,54953,141.0,0,0
1135,Lenovo,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.5,98042,141.0,0,0
1136,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,3.0,352326,127.0,1,0
1137,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.5,69941,100.0,0,0
1138,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,214015,127.0,0,0
1139,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.88,193739,141.0,0,0
1140,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,2.8,217672,210.0,1,1
1141,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.4,101949,141.0,0,0
1142,HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.48,145323,166.0,0,1
1143,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,2.59,198849,141.0,1,0
1144,HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.48,160489,221.0,0,1
1145,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,2.0,169410,141.0,0,0
1146,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.26,204911,176.0,0,0
1147,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.18,90093,141.0,0,0
1148,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.88,140863,141.0,0,0
1149,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.27,208662,210.0,1,1
1150,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.9,30242,100.0,0,0
1151,HP,Notebook,AMD E-Series,4,AMD Radeon,Windows 10,1.86,26495,100.0,0,0
1152,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,No OS,2.32,53437,141.0,0,0
1153,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,106963,141.0,0,0
1154,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,200783,282.0,1,1
1155,HP,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,1.91,42722,141.0,0,0
1156,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,133173,127.0,0,0
1157,Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Windows 7,1.4,205094,157.0,0,0
1158,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.5,70341,141.0,0,0
1159,HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.48,182078,221.0,0,1
1160,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.7,133726,157.0,0,0
1161,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.7,157812,157.0,0,0
1162,HP,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,80200,141.0,1,0
1163,Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.2,40947,100.0,0,0
1164,HP,Notebook,Intel Core i5,4,Intel HD,No OS,2.1,42552,100.0,0,0
1165,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,133637,282.0,0,0
1166,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,124002,141.0,1,0
